beds,bathrooms,toilets,parking_space,title,state,price
3,4,4,4,Detached-bungalows,lagos,40000000
3,3,3,10,Detached-bungalows,lagos,15000000
3,3,3,10,Detached-bungalows,lagos,15000000
3,4,4,,Detached-bungalows,lagos,50000000
3,4,4,5,Detached-bungalows,lagos,25000000
4,3,3,400,Detached-bungalows,lagos,45000000
5,5,5,,Detached-bungalows,lagos,5000000
3,3,4,3,Detached-bungalows,lagos,35000000
3,3,3,4,Detached-bungalows,lagos,15000000
3,3,4,4,Detached-bungalows,lagos,40000000
3,3,3,,Detached-bungalows,lagos,30000000
3,4,4,8,Detached-bungalows,lagos,30000000
4,5,5,5,Detached-bungalows,lagos,25000000
3,,,,Detached-bungalows,lagos,12000000
3,4,4,,Detached-bungalows,lagos,25600000
3,3,4,700,Detached-bungalows,lagos,14000000
3,3,4,10,Detached-bungalows,lagos,20000000
1,1,1,,Detached-bungalows,lagos,4000000
3,3,4,670,Detached-bungalows,lagos,15000000
6,776,,,Detached-bungalows,lagos,22000000
8,4,4,,Detached-bungalows,lagos,15000000
6,6,,,Detached-bungalows,lagos,25000000
10,3,3,2,Detached-bungalows,lagos,17000000
4,4,4,4,Detached-bungalows,lagos,12500000
5,5,5,8,Detached-bungalows,lagos,11000000
2,3,3,6,Detached-bungalows,lagos,20000000
3,2,2,12,Detached-bungalows,lagos,10000000
3,3,4,324,Detached-bungalows,lagos,17000000
2,2,2,,Detached-bungalows,lagos,4200000
3,2,2,648,Detached-bungalows,lagos,16000000
3,3,4,,Detached-bungalows,lagos,13000000
3,3,4,,Detached-bungalows,lagos,9000000
3,3,3,15,Detached-bungalows,lagos,24000000
3,4,4,15,Detached-bungalows,lagos,11000000
3,3,3,,Detached-bungalows,lagos,23000000
2,2,3,,Detached-bungalows,lagos,12000000
3,120,60,,Detached-bungalows,lagos,20000000
3,3,3,5,Detached-bungalows,lagos,3000000
3,2,3,,Detached-bungalows,lagos,10000000
3,3,3,,Detached-bungalows,lagos,13000000
3,2,3,648,Detached-bungalows,lagos,14000000
3,3,,,Detached-bungalows,lagos,18000000
4,4,5,859,Detached-bungalows,lagos,15000000
7,8,8,5,Detached-bungalows,lagos,60000000
7,7,8,900,Detached-bungalows,lagos,60000000
4,4,5,15,Detached-bungalows,lagos,70000000
3,967,,,Detached-bungalows,lagos,70000000
1,1,2,1,Detached-bungalows,lagos,22000000
2,2,2,,Detached-bungalows,lagos,16500000
2,,,,Detached-bungalows,lagos,20000000
2,2,2,2,Detached-bungalows,lagos,40000000
1,1,2,2,Detached-bungalows,lagos,22000000
2,2,3,,Detached-bungalows,lagos,16500000
1,1,2,1,Detached-bungalows,lagos,26000000
1,1,1,1,Detached-bungalows,lagos,22000000
2,2,3,4,Detached-bungalows,lagos,17000000
2,2,2,300,Detached-bungalows,lagos,17000000
2,2,3,2,Detached-bungalows,lagos,17000000
2,3,3,4,Detached-bungalows,lagos,20000000
3,3,3,5,Detached-bungalows,lagos,11000000
1,1,2,2,Detached-bungalows,lagos,22000000
4,3,3,2,Detached-bungalows,lagos,8000000
3,2,4,4,Detached-bungalows,lagos,25000000
2,,,,Detached-bungalows,lagos,16500000
2,2,3,80,Detached-bungalows,lagos,30000000
1,1,2,1,Detached-bungalows,lagos,26000000
1,,,,Detached-bungalows,lagos,26000000
4,2,2,1,Detached-bungalows,lagos,4200000
2,3,3,4,Detached-bungalows,lagos,4000000
3,,,,Detached-bungalows,lagos,17000000
3,3,3,,Detached-bungalows,lagos,15000000
3,3,4,3,Detached-bungalows,lagos,17500000
3,,,,Detached-bungalows,lagos,10500000
3,3,3,4,Detached-bungalows,lagos,17500000
3,3,4,4,Detached-bungalows,lagos,17500000
3,3,4,1,Detached-bungalows,lagos,17500000
10,,,,Detached-bungalows,lagos,18000000
3,3,4,3,Detached-bungalows,lagos,15000000
3,3,4,3,Detached-bungalows,lagos,17500000
4,3,3,,Detached-bungalows,lagos,17000000
2,4,4,,Detached-bungalows,lagos,25000000
5,4,5,8,Detached-bungalows,lagos,50000000
2,4,4,3,Detached-bungalows,lagos,12500000
3,,,,Detached-bungalows,lagos,16000000
4,,,,Detached-bungalows,lagos,40000000
3,,,,Detached-bungalows,lagos,13500000
6,2,500,450,Detached-bungalows,lagos,5000000
2,2,2,5,Detached-bungalows,lagos,4500000
21,8,8,,Detached-bungalows,lagos,8000000
10,4,4,,Detached-bungalows,lagos,22000000
4,,,,Detached-bungalows,lagos,60000000
4,4,4,,Detached-bungalows,lagos,60000000
3,4,5,500,Detached-bungalows,lagos,60000000
5,3,,,Detached-bungalows,lagos,7000000
3,3,4,2,Detached-bungalows,lagos,80000000
3,4,4,6,Detached-bungalows,lagos,15000000
3,3,4,,Detached-bungalows,lagos,35000000
4,648,648,,Detached-bungalows,lagos,12000000
1,1,2,1,Detached-bungalows,lagos,22000000
5,5,6,9,Detached-bungalows,lagos,30000000
5,,,,Detached-bungalows,lagos,45000000
3,3,3,2,Detached-bungalows,lagos,39500000
3,3,4,4,Detached-bungalows,lagos,33500000
3,5,5,,Detached-bungalows,lagos,39500000
4,4,4,4,Detached-bungalows,lagos,12500000
5,5,5,8,Detached-bungalows,lagos,11000000
3,3,3,678,Detached-bungalows,lagos,37000000
3,4,4,700,Detached-bungalows,lagos,35000000
5,5,6,500,Detached-bungalows,lagos,60000000
3,4,4,2,Detached-bungalows,lagos,25000000
4,4,5,5,Detached-bungalows,lagos,55000000
4,4,5,4,Detached-bungalows,lagos,40000000
4,4,5,15,Detached-bungalows,lagos,60000000
4,,,,Detached-bungalows,lagos,45000000
5,5,5,,Detached-bungalows,lagos,130000000
2,2,2,2,Detached-bungalows,lagos,50000000
5,3,,,Detached-bungalows,lagos,7000000
4,5,5,4,Detached-bungalows,lagos,25000000
4,5,5,3,Detached-bungalows,lagos,23000000
3,2,2,6,Detached-bungalows,lagos,15000000
10,900,,,Detached-bungalows,lagos,25000000
4,4,5,6,Detached-bungalows,lagos,20000000
6,4,4,10,Detached-bungalows,lagos,32000000
2,3,3,9,Detached-bungalows,lagos,25000000
4,450,,,Detached-bungalows,lagos,20000000
3,3,650,,Detached-bungalows,lagos,17000000
3,3,4,3,Detached-bungalows,lagos,9000000
3,4,4,3,Detached-bungalows,lagos,20000000
2,2,3,8,Detached-bungalows,lagos,28000000
3,2,2,6,Detached-bungalows,lagos,15000000
3,3,3,15,Detached-bungalows,lagos,35000000
5,5,5,650,Detached-bungalows,lagos,15000000
4,4,4,,Detached-bungalows,lagos,42000000
2,2,2,15,Detached-bungalows,lagos,18000000
2,2,2,8,Detached-bungalows,lagos,9000000
5,4,5,346,Detached-bungalows,lagos,35000000
4,4,4,,Detached-bungalows,lagos,75000000
4,4,5,500,Detached-bungalows,lagos,155000000
3,3,3,,Detached-bungalows,lagos,35000000
4,4,4,,Detached-bungalows,lagos,30000000
5,3,3,8,Detached-bungalows,lagos,170000000
10,10,11,6,Detached-bungalows,lagos,80000000
3,4,4,,Detached-bungalows,lagos,40000000
4,,,,Detached-bungalows,lagos,25000000
4,4,5,,Detached-bungalows,lagos,40000000
8,8,6,900,Detached-bungalows,lagos,250000000
10,570,,,Detached-bungalows,lagos,220000000
33,3,5,,Detached-bungalows,lagos,35000000
6,280,,,Detached-bungalows,lagos,23000000
3,2,2,8,Detached-bungalows,lagos,50000000
4,5,5,10,Detached-bungalows,lagos,205000000
4,4,4,,Detached-bungalows,lagos,40000000
4,4,4,,Detached-bungalows,lagos,45000000
2,2,3,,Detached-bungalows,lagos,45000000
3,3,4,,Detached-bungalows,lagos,35000000
4,648,648,,Detached-bungalows,lagos,12000000
3,3,4,350,Detached-bungalows,lagos,4500000
1,1,1,450,Detached-bungalows,lagos,15000000
4,,,,Detached-bungalows,lagos,27000000
4,5,5,10,Detached-bungalows,lagos,32500000
3,2,3,450,Detached-bungalows,lagos,5500000
3,4,4,10,Detached-bungalows,lagos,12000000
2,2,2,,Detached-bungalows,lagos,9000000
3,3,3,1,Detached-bungalows,lagos,6000000
3,4,4,10,Detached-bungalows,lagos,12000000
3,2,450,450,Detached-bungalows,lagos,25000000
4,3,794,,Detached-bungalows,lagos,30000000
4,4,4,8,Detached-bungalows,lagos,21000000
4,5,5,5,Detached-bungalows,lagos,25000000
5,6,3,650,Detached-bungalows,lagos,13000000
4,4,5,10,Detached-bungalows,lagos,16000000
3,3,4,600,Detached-bungalows,lagos,12000000
2,3,,,Detached-bungalows,lagos,8000000
4,5,5,,Detached-bungalows,lagos,34000000
4,4,5,635,Detached-bungalows,lagos,16000000
8,8,8,650,Detached-bungalows,lagos,15000000
5,5,5,320,Detached-bungalows,lagos,12500000
3,3,3,2,Detached-bungalows,lagos,6000000
3,3,350,,Detached-bungalows,lagos,16000000
4,3,3,10,Detached-bungalows,lagos,10000000
3,,,,Detached-bungalows,lagos,30000000
3,2,3,2,Detached-bungalows,lagos,17000000
3,3,3,350,Detached-bungalows,lagos,9500000
2,2,2,320,Detached-bungalows,lagos,6500000
11,11,11,5,Detached-bungalows,lagos,11500000
3,4,4,3,Detached-bungalows,lagos,20000000
3,3,3,700,Detached-bungalows,lagos,45000000
3,3,4,4,Detached-bungalows,lagos,38000000
4,4,4,300,Detached-bungalows,lagos,15000000
4,4,4,,Detached-bungalows,lagos,38000000
3,3,3,5,Detached-bungalows,lagos,6000000
3,2,2,2,Detached-bungalows,lagos,8500000
2,2,2,2,Detached-bungalows,lagos,26000000
3,,,,Detached-bungalows,lagos,17000000
3,3,3,4,Detached-bungalows,lagos,27000000
,,,,Detached-bungalows,lagos,100000000
6,6,6,,Detached-bungalows,lagos,48000000
4,4,5,,Detached-bungalows,lagos,40000000
4,5,5,900,Detached-bungalows,lagos,55000000
3,3,4,5,Detached-bungalows,lagos,50000000
5,850,,,Detached-bungalows,lagos,55000000
4,4,4,,Detached-bungalows,lagos,95000000
3,3,4,720,Detached-bungalows,lagos,38000000
3,3,4,2,Detached-bungalows,lagos,80000000
3,2,2,,Detached-bungalows,lagos,35000000
3,3,4,5,Detached-bungalows,lagos,50000000
3,3,4,600,Detached-bungalows,lagos,35000000
3,,,,Detached-bungalows,lagos,40000000
3,1,1,,Detached-bungalows,lagos,7500000
3,,,,Detached-bungalows,lagos,36000000
5,6,6,,Detached-bungalows,lagos,45000000
15,5,6,"1,050",Detached-bungalows,lagos,90000000
3,4,4,30,Detached-bungalows,lagos,70000000
3,,,,Detached-bungalows,lagos,23000000
2,,,,Detached-bungalows,lagos,15000000
5,,,,Detached-bungalows,lagos,45000000
5,,,,Detached-bungalows,lagos,45000000
3,5,5,,Detached-bungalows,lagos,39500000
3,3,4,5,Detached-bungalows,lagos,32000000
3,4,4,8,Detached-bungalows,lagos,35000000
3,3,4,8,Detached-bungalows,lagos,35000000
4,4,5,4,Detached-bungalows,lagos,145000000
4,1,,,Detached-bungalows,lagos,95000000
4,4,5,600,Detached-bungalows,lagos,45000000
3,4,,,Detached-bungalows,lagos,28000000
3,4,4,3,Detached-bungalows,lagos,23000000
2,2,3,3,Detached-bungalows,lagos,19000000
1,1,2,6,Detached-bungalows,lagos,30000000
3,4,4,4,Detached-bungalows,lagos,20000000
3,4,4,4,Detached-bungalows,lagos,25000000
3,5,5,3,Detached-bungalows,lagos,23000000
3,3,4,5,Detached-bungalows,lagos,32000000
3,3,4,4,Detached-bungalows,lagos,23000000
3,3,4,4,Detached-bungalows,lagos,30100000
5,5,6,4,Detached-bungalows,lagos,330000000
3,,,,Detached-bungalows,lagos,33500000
5,6,7,5,Detached-bungalows,lagos,420000000
5,,,,Detached-bungalows,lagos,260000000
3,3,4,,Detached-bungalows,lagos,45000000
3,3,4,,Detached-bungalows,lagos,40000000
6,,,,Detached-bungalows,lagos,35000000
3,4,4,,Detached-bungalows,lagos,45000000
3,,,,Detached-bungalows,lagos,12000000
6,9,9,10,Detached-bungalows,lagos,30000000
3,3,4,,Detached-bungalows,lagos,15000000
3,3,4,,Detached-bungalows,lagos,20000000
4,4,5,,Detached-bungalows,lagos,40000000
4,4,5,400,Detached-bungalows,lagos,20000000
3,,,,Detached-bungalows,lagos,23000000
3,3,4,4,Detached-bungalows,lagos,31000000
3,3,4,,Detached-bungalows,lagos,25000000
3,3,4,,Detached-bungalows,lagos,80000000
3,3,3,6,Detached-bungalows,lagos,23000000
3,3,4,15,Detached-bungalows,lagos,28000000
3,3,3,3,Detached-bungalows,lagos,20000000
3,3,4,5,Detached-bungalows,lagos,35000000
3,4,4,5,Detached-bungalows,lagos,30000000
3,3,4,,Detached-bungalows,lagos,20000000
3,3,4,,Detached-bungalows,lagos,22000000
3,3,4,,Detached-bungalows,lagos,30000000
6,8,6,,Detached-bungalows,lagos,34000000
3,3,4,,Detached-bungalows,lagos,30000000
3,3,4,,Detached-bungalows,lagos,45000000
3,3,4,9,Detached-bungalows,lagos,40000000
8,4,4,4,Detached-bungalows,lagos,27000000
3,3,3,,Detached-bungalows,lagos,30000000
10,4,4,4,Detached-bungalows,lagos,11000000
4,4,5,5,Detached-bungalows,lagos,50000000
3,4,4,8,Detached-bungalows,lagos,50000000
3,,,,Detached-bungalows,lagos,50000000
4,4,5,4,Detached-bungalows,lagos,90000000
4,,,,Detached-bungalows,lagos,10000000
4,3,3,5,Detached-bungalows,lagos,15000000
4,4,4,5,Detached-bungalows,lagos,16000000
4,4,5,2,Detached-bungalows,lagos,25000000
3,2,2,,Detached-bungalows,lagos,65000000
4,,,,Detached-bungalows,lagos,20000000
3,3,4,,Detached-bungalows,lagos,20000000
4,3,3,2,Detached-bungalows,lagos,30000000
5,5,6,500,Detached-bungalows,lagos,60000000
3,3,3,,Detached-bungalows,lagos,75000000
3,,,,Detached-bungalows,lagos,75000000
7,7,7,4,Detached-bungalows,lagos,65000000
15,,,,Detached-bungalows,lagos,35000000
5,,,,Detached-bungalows,lagos,45000000
10,,,,Detached-bungalows,lagos,45000000
5,5,6,,Detached-bungalows,lagos,1500000000
5,"3,400","3,400",,Detached-bungalows,lagos,2000000000
3,4,5,500,Detached-bungalows,lagos,60000000
5,,,,Detached-bungalows,lagos,100000000
8,1,2,,Detached-bungalows,lagos,35000000
5,2,2,,Detached-bungalows,lagos,28000000
10,10,5,6,Detached-bungalows,lagos,90000000
5,5,5,5,Detached-bungalows,lagos,90000000
5,461,,,Detached-bungalows,lagos,85000000
24,650,,,Detached-bungalows,lagos,35000000
5,5,18,,Detached-bungalows,lagos,67000000
6,6,4,6,Detached-bungalows,lagos,80000000
6,,,,Detached-bungalows,lagos,25000000
7,2,2,,Detached-bungalows,lagos,50000000
4,2,2,,Detached-bungalows,lagos,35000000
3,,,,Detached-bungalows,lagos,160000000
3,4,5,,Detached-bungalows,lagos,60000000
8,,,,Detached-bungalows,lagos,25000000
3,,,,Detached-bungalows,lagos,40000000
4,3,,,Detached-bungalows,lagos,130000000
5,4,4,4,Detached-bungalows,lagos,95000000
2,1,1,4,Detached-bungalows,lagos,75000000
4,3,5,,Detached-bungalows,lagos,30000000
5,,,,Detached-bungalows,lagos,60000000
5,5,6,10,Detached-bungalows,lagos,90000000
3,2,2,450,Detached-bungalows,lagos,30000000
15,,,,Detached-bungalows,lagos,17000000
5,,,,Detached-bungalows,lagos,70000000
5,,,,Detached-bungalows,lagos,65000000
5,,,,Detached-bungalows,lagos,50000000
10,,,,Detached-bungalows,lagos,15000000
5,,,,Detached-bungalows,lagos,100000000
5,,,,Detached-bungalows,lagos,100000000
9,320,320,,Detached-bungalows,lagos,13000000
2,2,2,330,Detached-bungalows,lagos,35000000
4,4,,,Detached-bungalows,lagos,28000000
4,4,4,,Detached-bungalows,lagos,30000000
10,10,10,9,Detached-bungalows,lagos,38000000
3,2,3,7,Detached-bungalows,lagos,60000000
3,3,4,10,Detached-bungalows,lagos,35000000
4,6,6,6,Detached-bungalows,lagos,20000000
4,4,5,3,Detached-bungalows,lagos,30000000
3,3,4,4,Detached-bungalows,lagos,23000000
3,3,4,4,Detached-bungalows,lagos,23000000
3,3,4,3,Detached-bungalows,lagos,23000000
3,3,3,,Detached-bungalows,lagos,23000000
3,4,4,,Detached-bungalows,lagos,25000000
3,4,4,3,Detached-bungalows,lagos,25000000
2,,,,Detached-bungalows,lagos,15000000
3,350,,,Detached-bungalows,lagos,16000000
3,3,4,3,Detached-bungalows,lagos,19000000
3,3,3,,Detached-bungalows,lagos,24000000
3,5,5,3,Detached-bungalows,lagos,26000000
3,3,3,400,Detached-bungalows,lagos,27000000
3,4,4,4,Detached-bungalows,lagos,33500000
3,3,4,3,Detached-bungalows,lagos,26000000
3,4,4,3,Detached-bungalows,lagos,19000000
3,4,4,3,Detached-bungalows,lagos,25000000
4,4,5,8,Detached-bungalows,lagos,25000000
3,4,3,,Detached-bungalows,lagos,26000000
3,3,3,400,Detached-bungalows,lagos,26000000
3,,,,Detached-bungalows,lagos,36000000
3,4,4,5,Detached-bungalows,lagos,24000000
3,3,4,2,Detached-bungalows,lagos,26000000
3,3,3,4,Detached-bungalows,lagos,27000000
3,3,4,2,Detached-bungalows,lagos,24000000
3,2,3,,Detached-bungalows,lagos,21000000
3,4,4,4,Detached-bungalows,lagos,21500000
3,3,4,2,Detached-bungalows,lagos,21500000
3,4,4,3,Detached-bungalows,lagos,26000000
3,4,5,3,Detached-bungalows,lagos,23000000
3,3,4,3,Detached-bungalows,lagos,22000000
2,2,3,6,Detached-bungalows,lagos,45000000
2,2,2,2,Detached-bungalows,lagos,26000000
3,4,4,,Detached-bungalows,lagos,50000000
3,3,4,4,Detached-bungalows,lagos,43000000
3,4,4,5,Detached-bungalows,lagos,45000000
4,4,5,3,Detached-bungalows,lagos,35000000
4,4,4,5,Detached-bungalows,lagos,35000000
5,4,4,,Detached-bungalows,lagos,13000000
2,2,3,,Detached-bungalows,lagos,45000000
2,2,2,4,Semi-detached-Bungalows,lagos,22000000
4,5,5,4,Semi-detached-Bungalows,lagos,15000000
12,,,,Semi-detached-Bungalows,lagos,25000000
3,3,4,2,Semi-detached-Bungalows,lagos,39000000
3,4,4,,Semi-detached-Bungalows,lagos,45000000
3,3,3,300,Semi-detached-Bungalows,lagos,30000000
3,4,4,10,Semi-detached-Bungalows,lagos,36000000
3,3,4,,Semi-detached-Bungalows,lagos,43000000
3,3,3,,Semi-detached-Bungalows,lagos,29500000
3,3,3,3,Semi-detached-Bungalows,lagos,46000000
3,3,4,,Semi-detached-Bungalows,lagos,26100000
3,3,3,3,Semi-detached-Bungalows,lagos,38000000
3,3,3,3,Semi-detached-Bungalows,lagos,23000000
3,4,4,,Semi-detached-Bungalows,lagos,32000000
2,3,,,Semi-detached-Bungalows,lagos,23000000
2,2,6,100,Semi-detached-Bungalows,lagos,32000000
3,3,4,2,Semi-detached-Bungalows,lagos,38000000
3,3,3,2,Semi-detached-Bungalows,lagos,20000000
3,3,3,3,Semi-detached-Bungalows,lagos,26000000
3,3,4,3,Semi-detached-Bungalows,lagos,40000000
3,3,3,3,Semi-detached-Bungalows,lagos,25000000
2,3,,,Semi-detached-Bungalows,lagos,35000000
3,4,4,,Semi-detached-Bungalows,lagos,39000000
4,4,4,2,Semi-detached-Bungalows,lagos,30000000
3,4,4,4,Semi-detached-Bungalows,lagos,26000000
3,4,4,4,Semi-detached-Bungalows,lagos,45000000
5,5,5,3,Semi-detached-Bungalows,lagos,8000000
2,3,3,170,Semi-detached-Bungalows,lagos,15000000
2,3,3,3,Semi-detached-Bungalows,lagos,16500000
3,3,4,2,Semi-detached-Bungalows,lagos,15000000
2,2,3,,Semi-detached-Bungalows,lagos,16500000
2,2,3,2,Semi-detached-Bungalows,lagos,16500000
2,2,2,5,Semi-detached-Bungalows,lagos,28000000
3,3,4,,Semi-detached-Bungalows,lagos,27900000
2,2,3,,Semi-detached-Bungalows,lagos,19900000
2,3,3,3,Semi-detached-Bungalows,lagos,15000000
2,2,3,3,Semi-detached-Bungalows,lagos,18000000
3,3,3,300,Semi-detached-Bungalows,lagos,21000000
2,2,3,2,Semi-detached-Bungalows,lagos,11500000
2,2,3,2,Semi-detached-Bungalows,lagos,9500000
2,2,3,,Semi-detached-Bungalows,lagos,35000000
3,3,4,2,Semi-detached-Bungalows,lagos,26500000
3,4,4,4,Semi-detached-Bungalows,lagos,25000000
3,4,4,3,Semi-detached-Bungalows,lagos,25000000
3,3,4,4,Semi-detached-Bungalows,lagos,26500000
3,,,,Semi-detached-Bungalows,lagos,17000000
3,3,4,3,Semi-detached-Bungalows,lagos,26500000
3,3,4,2,Semi-detached-Bungalows,lagos,39000000
2,3,3,3,Semi-detached-Bungalows,lagos,8500000
3,3,3,,Semi-detached-Bungalows,lagos,25000000
3,4,4,,Semi-detached-Bungalows,lagos,45000000
3,3,4,4,Semi-detached-Bungalows,lagos,26500000
3,3,3,300,Semi-detached-Bungalows,lagos,30000000
3,3,4,3,Semi-detached-Bungalows,lagos,25000000
3,3,4,6,Semi-detached-Bungalows,lagos,35000000
3,4,4,10,Semi-detached-Bungalows,lagos,36000000
3,4,4,1,Semi-detached-Bungalows,lagos,26500000
3,3,4,5,Semi-detached-Bungalows,lagos,35000000
3,3,4,,Semi-detached-Bungalows,lagos,25000000
3,4,4,3,Semi-detached-Bungalows,lagos,22000000
2,2,3,,Semi-detached-Bungalows,lagos,50000000
2,3,3,3,Semi-detached-Bungalows,lagos,8500000
3,4,4,600,Semi-detached-Bungalows,lagos,25000000
3,3,3,5,Semi-detached-Bungalows,lagos,5000000
3,1,4,700,Semi-detached-Bungalows,lagos,14000000
2,2,2,1,Semi-detached-Bungalows,lagos,8500000
3,,,,Semi-detached-Bungalows,lagos,8000000
3,3,,,Semi-detached-Bungalows,lagos,16000000
3,3,4,5,Semi-detached-Bungalows,lagos,16000000
2,2,3,4,Semi-detached-Bungalows,lagos,20000000
3,3,4,,Semi-detached-Bungalows,lagos,16000000
3,3,2,3,Semi-detached-Bungalows,lagos,16000000
3,2,2,2,Semi-detached-Bungalows,lagos,16000000
3,3,3,5,Semi-detached-Bungalows,lagos,20000000
3,3,4,3,Semi-detached-Bungalows,lagos,16000000
3,4,4,3,Semi-detached-Bungalows,lagos,10000000
5,5,6,6,Semi-detached-Bungalows,lagos,400000000
5,5,6,5,Semi-detached-Bungalows,lagos,285000000
5,,,,Semi-detached-Bungalows,lagos,1200000
4,4,5,,Semi-detached-Bungalows,lagos,250000000
5,,,,Semi-detached-Bungalows,lagos,280000000
4,,,,Semi-detached-Bungalows,lagos,350000000
3,2,2,,Semi-detached-Bungalows,lagos,8000000
3,3,4,3,Semi-detached-Bungalows,lagos,15000000
3,,,,Semi-detached-Bungalows,lagos,17000000
4,4,5,3,Semi-detached-Bungalows,lagos,150000000
4,4,5,5,Semi-detached-Bungalows,lagos,80000000
16,,,,Semi-detached-Bungalows,lagos,270000000
3,4,4,4,Semi-detached-Bungalows,lagos,25000000
3,4,4,3,Semi-detached-Bungalows,lagos,25000000
3,3,4,6,Semi-detached-Bungalows,lagos,35000000
3,3,4,5,Semi-detached-Bungalows,lagos,35000000
3,3,4,4,Semi-detached-Bungalows,lagos,25000000
3,3,4,5,Semi-detached-Bungalows,lagos,22000000
4,4,4,,Semi-detached-Bungalows,lagos,75000000
4,5,5,2,Semi-detached-Bungalows,lagos,95000000
2,2,3,3,Semi-detached-Bungalows,lagos,20000000
2,2,3,,Semi-detached-Bungalows,lagos,26000000
3,3,4,2,Semi-detached-Bungalows,lagos,26500000
3,3,4,,Semi-detached-Bungalows,lagos,35000000
3,4,4,3,Semi-detached-Bungalows,lagos,25000000
3,5,5,3,Semi-detached-Bungalows,lagos,19000000
4,4,5,3,Semi-detached-Bungalows,lagos,75000000
4,4,5,4,Semi-detached-Bungalows,lagos,100000000
2,2,3,2,Semi-detached-Bungalows,lagos,25000000
4,4,5,4,Semi-detached-Bungalows,lagos,90000000
3,3,4,4,Semi-detached-Bungalows,lagos,20000000
3,3,4,4,Semi-detached-Bungalows,lagos,20000000
4,4,5,3,Semi-detached-Bungalows,lagos,84500000
3,3,4,4,Semi-detached-Bungalows,lagos,70000000
1,,,,Semi-detached-Bungalows,lagos,60000000
3,2,2,,Semi-detached-Bungalows,lagos,25000090
3,3,3,2,Semi-detached-Bungalows,lagos,22000000
3,3,4,4,Semi-detached-Bungalows,lagos,20000000
3,,,,Semi-detached-Bungalows,lagos,22000000
3,3,3,400,Semi-detached-Bungalows,lagos,22000000
3,3,4,4,Semi-detached-Bungalows,lagos,20000000
3,3,4,4,Semi-detached-Bungalows,lagos,20000000
3,3,3,400,Semi-detached-Bungalows,lagos,21000000
3,4,4,3,Semi-detached-Bungalows,lagos,19000000
3,4,4,4,Semi-detached-Bungalows,lagos,25000000
3,3,4,3,Semi-detached-Bungalows,lagos,20000000
2,2,3,3,Semi-detached-Bungalows,lagos,13000000
3,3,4,3,Semi-detached-Bungalows,lagos,15000000
3,4,5,6,Semi-detached-Bungalows,lagos,20000000
3,4,4,,Semi-detached-Bungalows,lagos,22000000
3,3,3,,Semi-detached-Bungalows,lagos,20000000
3,,,,Semi-detached-Bungalows,lagos,20000000
3,3,3,4,Semi-detached-Bungalows,lagos,16000000
2,2,3,,Semi-detached-Bungalows,lagos,50000000
3,4,4,4,Semi-detached-Bungalows,lagos,45000000
3,3,4,,Terraced-Bungalows,lagos,34900000
4,5,5,2,Terraced-Bungalows,lagos,55000000
3,,,,Terraced-Bungalows,lagos,45000000
3,3,4,,Terraced-Bungalows,lagos,27000000
4,4,5,,Terraced-Bungalows,lagos,65000000
3,4,4,2,Terraced-Bungalows,lagos,45000000
3,4,,,Terraced-Bungalows,lagos,46000000
4,4,5,2,Terraced-Bungalows,lagos,45000000
3,3,4,,Terraced-Bungalows,lagos,40000000
2,2,2,,Terraced-Bungalows,lagos,18000000
5,750,750,,Terraced-Bungalows,lagos,75000000
3,3,3,4,Terraced-Bungalows,lagos,36000000
4,3,3,,Terraced-Bungalows,lagos,30000000
3,3,4,3,Terraced-Bungalows,lagos,36000000
3,3,4,2,Terraced-Bungalows,lagos,36000000
3,3,4,3,Terraced-Bungalows,lagos,36000000
3,3,3,3,Terraced-Bungalows,lagos,36000000
3,,,,Terraced-Bungalows,lagos,36000000
3,3,,,Terraced-Bungalows,lagos,36000000
5,4,4,,Terraced-Bungalows,lagos,12000000
2,,,,Terraced-Bungalows,lagos,29000000
3,3,3,4,Terraced-Bungalows,lagos,36000000
3,3,4,4,Terraced-Bungalows,lagos,30000000
4,3,3,,Terraced-Bungalows,lagos,30000000
4,4,4,3,Terraced-Bungalows,lagos,380000000
3,3,4,,Terraced-Bungalows,lagos,34900000
3,,,,Terraced-Bungalows,lagos,67000000
3,3,4,2,Terraced-Bungalows,lagos,30000000
2,2,3,,Terraced-Bungalows,lagos,16500000
4,4,5,,Terraced-Bungalows,lagos,165000000
4,5,5,2,Terraced-Bungalows,lagos,55000000
4,4,5,4,Terraced-Bungalows,lagos,130000000
2,3,,,Terraced-Bungalows,lagos,16500000
3,3,4,3,Terraced-Bungalows,lagos,36000000
2,1,3,2,Terraced-Bungalows,lagos,16000000
2,3,3,3,Terraced-Bungalows,lagos,25000000
2,2,3,,Terraced-Bungalows,lagos,16500000
2,2,3,2,Terraced-Bungalows,lagos,16500000
3,3,4,2,Terraced-Bungalows,lagos,15000000
3,,,,Terraced-Bungalows,lagos,180000000
3,3,4,2,Terraced-Bungalows,lagos,15000000
2,2,3,,Terraced-Bungalows,lagos,16500000
2,3,,,Terraced-Bungalows,lagos,16500000
2,1,3,2,Terraced-Bungalows,lagos,16000000
2,2,3,2,Terraced-Bungalows,lagos,16500000
2,2,3,3,Terraced-Bungalows,lagos,16500000
2,3,3,3,Terraced-Bungalows,lagos,16500000
2,3,3,,Terraced-Bungalows,lagos,16500000
2,2,2,,Terraced-Bungalows,lagos,16500000
2,3,3,,Terraced-Bungalows,lagos,16500000
